#JCAT	Piece	Name	LDate	TLast	TOp	TDate	TF	Program	Plane	Att	Mvr	Class	Category	Result	Control	Discipline	UNState	UNReg	UNPeriod	UNPerigee	UNApogee	UNInc	DispEpoch	DispPeri	DispApo	DispInc	Comment
# Updated 2025 Aug  5 0444:32
R74141	2016-S23	New Shepard NS-04	2016 Apr  2 	2016 Apr  2	2016 Apr  2	2016 Apr  2	-	SS2	-	-	-	B	SS	S	-	-	-	-	-	-	-	-	-	       0	       0	  0.00 	-
R74173	2016-S37	New Shepard NS-05	2016 Jun 19 	2016 Jun 19	2016 Jun 19	2016 Jun 19	-	SS2	-	-	-	B	SS	S	-	-	-	-	-	-	-	-	-	       0	       0	  0.00 	-
R74245	2016-S60	New Shepard NS-06	2016 Oct  5 	2016 Oct  5	2016 Oct  5	2016 Oct  5	-	SS2	-	-	-	B	SS	S	-	-	-	-	-	-	-	-	-	       0	       0	  0.00 	-
R78089	2017-S104	New Shepard NS-07	2017 Dec 12 	2017 Dec 12	2017 Dec 12	2017 Dec 12	-	New Shepard	-	-	-	B	SS	S	-	-	-	-	-	-	-	-	-	       0	       0	  0.00 	-
R78716	2018-S24	New Shepard NS-08	2018 Apr 29 	2018 Apr 29	2018 Apr 29	2018 Apr 29	-	New Shepard	-	-	-	B	SS	S	-	-	-	-	-	-	-	-	-	       0	       0	  0.00 	-
R78784	2018-S41	New Shepard NS-09	2018 Jul 18 	2018 Jul 18	2018 Jul 18	2018 Jul 18	-	New Shepard	-	-	-	B	SS	S	-	-	-	-	-	-	-	-	-	       0	       0	  0.00 	-
R78809	2018-S58	Celestis 15	2018 Sep 17 	2018 Sep 17	2018 Sep 17	2018 Sep 17	-	CPAC	-	-	-	B	MISC	S	-	-	-	-	-	-	-	-	-	       0	       0	  0.00 	-
R78887	2018-S79	Unity VP-03	2018 Dec 13 	2018 Dec 13	2018 Dec 13	2018 Dec 13 1613:47	-	SS2	-	-	-	B	SS	S	-	-	-	-	-	-	-	-	-	       0	       0	  0.00 	-
R78912	2019-S03	New Shepard NS-10	2019 Jan 23 	2019 Jan 23	2019 Jan 23	2019 Jan 23	-	New Shepard	-	-	-	B	SS	S	-	-	-	-	-	-	-	-	-	       0	       0	  0.00 	-
R79373	2019-S08	Unity VF-01	2019 Feb 22 	2019 Feb 22	2019 Feb 22	2019 Feb 22 1708:49	-	SS2	-	-	-	B	SS	S	-	-	-	-	-	-	-	-	-	       0	       0	  0.00 	-
R79392	2019-S18	New Shepard NS-11	2019 May  2 	2019 May  2	2019 May  2	2019 May  2	-	New Shepard	-	-	-	B	SS	S	-	-	-	-	-	-	-	-	-	       0	       0	  0.00 	-
R79603	2019-S79	New Shepard NS-12	2019 Dec 11 	2019 Dec 11	2019 Dec 11	2019 Dec 11	-	New Shepard	-	-	-	B	SS	S	-	-	-	-	-	-	-	-	-	       0	       0	  0.00 	-
R80085	2020-S35	New Shepard NS-13	2020 Oct 13 	2020 Oct 13	2020 Oct 13	2020 Oct 13	-	New Shepard	-	-	-	B	SS	S	-	-	-	-	-	-	-	-	-	       0	       0	  0.00 	-
R80182	2021-S01	New Shepard NS-14	2021 Jan 14 	2021 Jan 14	2021 Jan 14	2021 Jan 14	-	New Shepard	-	-	-	B	SS	S	-	-	-	-	-	-	-	-	-	       0	       0	  0.00 	-
R80325	2021-S21	New Shepard NS-15	2021 Apr 14 	2021 Apr 14	2021 Apr 14	2021 Apr 14	-	New Shepard	-	-	-	B	SS	S	-	-	-	-	-	-	-	-	-	       0	       0	  0.00 	-
R80392	2021-S26	Unity 21	2021 May 22 	2021 May 22	2021 May 22	2021 May 22 1539:40?	-	SS2	-	-	-	B	SS	S	-	-	-	-	-	-	-	-	-	       0	       0	  0.00 	-
R80458	2017-S112	Simorgh dummy payload?	2017 Jul 27 	2017 Jul 27	2017 Jul 27	2017 Jul 27 0940?	-	Iran	-	-	-	C	TECH	S	-	-	-	-	-	-	-	-	-	       0	       0	  0.00 	-
R80510	2021-S41	Unity 22	2021 Jul 11 	2021 Jul 11	2021 Jul 11	2021 Jul 11 1538:36	-	SS2	-	-	-	B	SS	S	-	-	-	-	-	-	-	-	-	       0	       0	  0.00 	-
R80531	2021-S45	New Shepard NS-16	2021 Jul 20 	2021 Jul 20	2021 Jul 20	2021 Jul 20 1321:18	-	New Shepard	-	-	-	B	SS	S	-	-	-	-	-	-	-	-	-	       0	       0	  0.00 	-
R80626	2021-S55	New Shepard NS-17	2021 Aug 26 	2021 Aug 26	2021 Aug 26	2021 Aug 26	-	New Shepard	-	-	-	B	SS	S	-	-	-	-	-	-	-	-	-	       0	       0	  0.00 	-
R80710	2021-S69	New Shepard NS-18	2021 Oct 13 	2021 Oct 13	2021 Oct 13	2021 Oct 13 1459:09	-	New Shepard	-	-	-	B	SS	S	-	-	-	-	-	-	-	-	-	       0	       0	  0.00 	-
R80894	2021-S89	New Shepard NS-19	2021 Dec 11 	2021 Dec 11	2021 Dec 11	2021 Dec 11 1510:55	-	New Shepard	-	-	-	B	SS	S	-	-	-	-	-	-	-	-	-	       0	       0	  0.00 	-
R81130	2022-S22	New Shepard NS-20	2022 Mar 31 	2022 Mar 31	2022 Mar 31	2022 Mar 31 1407:59	-	New Shepard	-	-	-	B	SS	S	-	-	-	-	-	-	-	-	-	       0	       0	  0.00 	-
R81259	2022-S37	New Shepard NS-21	2022 Jun  4 	2022 Jun  4	2022 Jun  4	2022 Jun  4 1335:07	-	New Shepard	-	-	-	B	SS	S	-	-	-	-	-	-	-	-	-	       0	       0	  0.00 	-
R81480	2022-S77	New Shepard NS-22	2022 Aug  4 	2022 Aug  4	2022 Aug  4	2022 Aug  4 1406:27	-	New Shepard	-	-	-	B	SS	S	-	-	-	-	-	-	-	-	-	       0	       0	  0.00 	-
R82284	2023-S26	Unity 25	2023 May 25 	2023 May 25	2023 May 25	2023 May 25 1637:04?	-	SS2	-	-	-	B	SS	S	-	-	-	-	-	-	-	-	-	       0	       0	  0.00 	-
R82373	2023-S31	Galactic 01	2023 Jun 29 	2023 Jun 29	2023 Jun 29	2023 Jun 29 1542:27	-	SS2	-	-	-	B	SS	S	-	-	-	-	-	-	-	-	-	       0	       0	  0.00 	-
R82465	2023-S34	Galactic 02	2023 Aug 10 	2023 Aug 10	2023 Aug 10	2023 Aug 10 1532:48	-	SS2	-	-	-	B	SS	S	-	-	-	-	-	-	-	-	-	       0	       0	  0.00 	-
R82541	2023-S38	Galactic 03	2023 Sep  8 	2023 Sep  8	2023 Sep  8	2023 Sep  8 1535:13	-	SS2	-	-	-	B	SS	S	-	-	-	-	-	-	-	-	-	       0	       0	  0.00 	-
R82640	2023-S42	Galactic 04	2023 Oct  6 	2023 Oct  6	2023 Oct  6	2023 Oct  6 1624:53	-	SS2	-	-	-	B	SS	S	-	-	-	-	-	-	-	-	-	       0	       0	  0.00 	-
R82715	2023-S54	Galactic 05	2023 Nov  2 	2023 Nov  2	2023 Nov  2	2023 Nov  2 1558:40	-	SS2	-	-	-	B	SS	S	-	-	-	-	-	-	-	-	-	       0	       0	  0.00 	-
R82868	2023-S72	New Shepard NS-24	2023 Dec 19 	2023 Dec 19	2023 Dec 19	2023 Dec 19 1652:42	-	New Shepard	-	-	-	B	SS	S	-	-	-	-	-	-	-	-	-	       0	       0	  0.00 	-
R82972	2024-S01	Galactic 06	2024 Jan 26 	2024 Jan 26	2024 Jan 26	2024 Jan 26 1756?	-	SS2	-	-	-	B	SS	S	-	-	-	-	-	-	-	-	-	       0	       0	  0.00 	-
R83309	2024-S34	New Shepard NS-25	2024 May 19 	2024 May 19	2024 May 19	2024 May 19 1445:02	-	New Shepard	-	-	-	B	SS	S	-	-	-	-	-	-	-	-	-	       0	       0	  0.00 	-
R83394	2024-S37	Galactic 07	2024 Jun  8 	2024 Jun  8	2024 Jun  8	2024 Jun  8 1540:31	-	SS2	-	-	-	B	SS	S	-	-	-	-	-	-	-	-	-	       0	       0	  0.00 	-
R83569	2024-S49	New Shepard NS-26	2024 Aug 29 	2024 Aug 29	2024 Aug 29	2024 Aug 29 1317:12	-	New Shepard	-	-	-	B	SS	S	-	-	-	-	-	-	-	-	-	       0	       0	  0.00 	-
R83732	2024-S64	New Shepard NS-27	2024 Oct 23 	2024 Oct 23	2024 Oct 23	2024 Oct 23 1535:34?	-	New Shepard	-	-	-	B	SS	S	-	-	-	-	-	-	-	-	-	       0	       0	  0.00 	-
R83847	2024-S75	New Shepard NS-28	2024 Nov 22 	2024 Nov 22	2024 Nov 22	2024 Nov 22 1540:14	-	New Shepard	-	-	-	B	SS	S	-	-	-	-	-	-	-	-	-	       0	       0	  0.00 	-
R83991	2024-084	Think Orbital F1	2024 May  6 	2024 May  6	2024 May  6	2024 May  6 1822:17	-	Think	-	-	-	B	TECH	S	-	-	-	-	-	-	-	-	-	       0	       0	  0.00 	-
R84110	2025-S03	New Shepard NS-29	2025 Feb  4 	2025 Feb  4	2025 Feb  4	2025 Feb  4 1610:06	-	New Shepard	-	-	-	B	SS	S	-	-	-	-	-	-	-	-	-	       0	       0	  0.00 	-
R84164	2025-S08	New Shepard NS-30	2025 Feb 25 	2025 Feb 25	2025 Feb 25	2025 Feb 25 1559:19	-	New Shepard	-	-	-	B	SS	S	-	-	-	-	-	-	-	-	-	       0	       0	  0.00 	-
R84333	2025-S16	New Shepard NS-31	2025 Apr 14 	2025 Apr 14	2025 Apr 14	2025 Apr 14 1340:21	-	New Shepard	-	-	-	B	SS	S	-	-	-	-	-	-	-	-	-	       0	       0	  0.00 	-
R84507	2025-S24	New Shepard NS-32	2025 May 31 	2025 May 31	2025 May 31	2025 May 31 1349:18	-	New Shepard	-	-	-	B	SS	S	-	-	-	-	-	-	-	-	-	       0	       0	  0.00 	-
R84605	2025-S29	New Shepard NS-33	2025 Jun 29 	2025 Jun 29	2025 Jun 29	2025 Jun 29 1450:10	-	New Shepard	-	-	-	B	SS	S	-	-	-	-	-	-	-	-	-	       0	       0	  0.00 	-
R84708	2025-S36	New Shepard NS-34	2025 Aug  3 	2025 Aug  3	2025 Aug  3	2025 Aug  3 1252:28	-	New Shepard	-	-	-	B	SS	S	-	-	-	-	-	-	-	-	-	       0	       0	  0.00 	-
