#JCAT	Piece	Name	Owner	State	World	Lon	Lat	LType	Status	LaunchDate	LandDate	OffDate	Dur	LSite	Comment
# Updated 2025 Aug  5 0444:49
D00374	1971-045	PROP-M	IKI	SU	Mars	 -313.2	  -44.2	RO	IC	1971 May 19 1622:44	1971 Nov 27 2022	1971 Nov 27 2022	    0.000 	-	Hopper rover
D00407	1971-073	Sbrasivaemiy otsek	IKI	SU	Luna	 -	-	C	I	1971 Sep  2 1340:40	1971 Dec?	1971 Sep 11 0742	    0.000 	-	Component
D00408	1971-073	Sbrasivaemiy otsek	IKI	SU	Luna	 -	-	C	I	1971 Sep  2 1340:40	1971 Dec?	1971 Sep 11 0742	    0.000 	-	Component
D00376	1971-049E	SA Marsa-3	IKI	SU	Mars	 -157.977	  -45.045	LP	L	1971 May 28 1526:30	1971 Dec  2 1347	1971 Dec  2 1350:55	    0.001 	-	Mars lander, transmitted 110s
D00378	1971-049	TDU Marsa-3	IKI	SU	Mars	 -157.977	  -45.045	C	I	1971 May 28 1526:30	1971 Dec  2 1347?	1971 Dec  2 1347	    0.000 	-	Motor
D00379	1971-049	Teplovoy Ekran	IKI	SU	Mars	 -157.977	  -45.045	C	I	1971 May 28 1526:30	1971 Dec  2 1347?	1971 Dec  2 1347	    0.000 	-	Heat shield
D00380	1971-049	DMP	IKI	SU	Mars	 -157.977	  -45.045	C	I	1971 May 28 1526:30	1971 Dec  2 1347?	1971 Dec  2 1347	    0.000 	-	Motor
D00381	1971-049	PROP-M	IKI	SU	Mars	 -157.977	  -45.045	RO	LC	1971 May 28 1526:30	1971 Dec  2 1347	1971 Dec  2 1347	    0.000 	-	Hopper rover
D00427	1972-007E	Luna-20 KT (E-8-5 No. 408)	IKI	SU	Luna	   56.6242	    3.7863	L	L	1972 Feb 14 0327:59	1972 Feb 21 1918:55	1972 Feb 22 2258:14	    1.152 	-	Sample return lander
D00430	1972-007	Luna-20 VS	IKI	SU	Luna	   56.6242	    3.7863	AV	LC	1972 Feb 14 0327:59	1972 Feb 21 1918:55	1972 Feb 22 2258:14	    1.152 	-	Ascent stage
D00425	1972-007	Luna-20 VA	IKI	SU	Luna	   56.6242	    3.7863	AV	LC	1972 Feb 14 0327:59	1972 Feb 21 1918:55	1972 Feb 22 2258:14	    1.152 	-	Return capsule
D00428	1972-007	Sbrasivaemiy otsek	IKI	SU	Luna	-	 -	C	R	1972 Feb 14 0327:59	1972 Mar?	1972 Feb 21 1913	    0.000 	-	Component
D00429	1972-007	Sbrasivaemiy otsek	IKI	SU	Luna	-	 -	C	R	1972 Feb 14 0327:59	1972 Mar?	1972 Feb 21 1913	    0.000 	-	Component
D00441	1972-031B	Saturn S-IVB-511	MSFC	US	Luna	  -22.1	    2.1	R	I	1972 Apr 16 1754:00	1972 Apr 19 2102:04	1972 Apr 16 2334	    0.000 	-	Apollo 16 rocket stage
D00444	1972-031	S-IU-511	MSFC	US	Luna	  -22.1	    2.1	C	IC	1972 Apr 16 1754:00	1972 Apr 19 2102:04	1972 Apr 16 2334	    0.000 	-	Attached to S-IVB
D00450	1972-031	LM 11 DS	MSC	US	Luna	   15.5011	   -8.9734	L	L	1972 Apr 16 1754:00	1972 Apr 21 0223:35	1972 Apr 24 0125:48	    2.960 	Descartes Base	Apollo 16 lander
D00442	1972-031C	Orion	MSC	US	Luna	   15.5011	   -8.9734	AV	LC	1972 Apr 16 1754:00	1972 Apr 21 0223:35	1972 Apr 24 0125:48	    2.960 	-	Cabin and ascent vehicle, Apollo 16
D00451	1972-031	A7LB-322	MSC	US	Luna	   15.5011	   -8.9734	H	LC	1972 Apr 16 1754:00	1972 Apr 21 0223:35	1972 Apr 24 0125:48	    2.960 	-	J. Young
D00452	1972-031	A7LB-327	MSC	US	Luna	   15.5011	   -8.9734	H	LC	1972 Apr 16 1754:00	1972 Apr 21 0223:35	1972 Apr 24 0125:48	    2.960 	-	C. Duke
D00453	1972-031	A7LB-322 PLSS	MSC	US	Luna	   15.5011	   -8.9734	C	LC	1972 Apr 16 1754:00	1972 Apr 21 0223:35	1972 Apr 24 0125:48	    2.960 	-	Spacesuit backpack
D00454	1972-031	A7LB-327 PLSS	MSC	US	Luna	   15.5011	   -8.9734	C	LC	1972 Apr 16 1754:00	1972 Apr 21 0223:35	1972 Apr 24 0125:48	    2.960 	-	Spacesuit backpack
D00456	1972-031	Apollo 16 ALSEP	MSC	US	Luna	   15.4986	   -8.9759	C	LC	1972 Apr 16 1754:00	1972 Apr 21 1815	1977 Sep 30	 1988.000 	-	Experiment package
D00455	1972-031	LRV-2	MSC	US	Luna	   15.5011	   -8.9734	RO	LC	1972 Apr 16 1754:00	1972 Apr 21 0223:35	1972 Apr 24 0125:48	    2.960 	-	Rover
D00457	1972-031	Mass spectrometer boom	MSC	US	Luna	    0.000	    0.000	C	R	1972 Apr 16 1754:00	1972 May?	1972 Apr 24 2117	    0.000 	-	Component
D00443	1972-031D	Apollo 16 Subsatellite	MSC	US	Luna	    0.000	    0.000	O	R	1972 Apr 16 1754:00	1972 May 29 2200?	1972 May 29	    0.000 	-	Orbiter; post-mission orbital decay
D00434	1972-021A	Venera-8	IKI	SU	Venus	  335.25	  -10.70	C	I	1972 Mar 27 0415:01	1972 Jul 22 0837	1972 Jul 22 0837	    0.000 	-	Service module
D00436	1972-021A	SA Veneri-8	IKI	SU	Venus	  335.25	  -10.70	LP	L	1972 Mar 27 0415:01	1972 Jul 22 0929	1972 Jul 22 1019	    0.035 	-	Venus lander
D00437	1972-021A	Venera-8 SA cap	IKI	SU	Venus	  335.25	  -10.70	C	I	1972 Mar 27 0415:01	1972 Jul 22 0915?	1972 Jul 22 0840?	    0.000 	-	Component
D00475	1972-096B	Saturn S-IVB-512	MSFC	US	Luna	  -12.3307	   -4.1681	R	I	1972 Dec  7 0533:00	1972 Dec 10 2312:40	1972 Dec  7 1630?	    0.000 	-	Apollo 17 rocket stage
D00476	1972-096	S-IU-512	MSFC	US	Luna	  -12.3307	   -4.1681	C	IC	1972 Dec  7 0533:00	1972 Dec 10 2312:40	1972 Dec  7 1630?	    0.000 	-	Attached to S-IVB
D00465	1972-096	LM 12	MSC	US	Luna	   30.7723	   20.1911	L	L	1972 Dec  7 0533:00	1972 Dec 11 1954:57	1972 Dec 14 2254:37	    3.125 	Taurus-Littrow Base	Apollo 17 lander
D00464	1972-096C	Challenger	MSC	US	Luna	   30.7723	   20.1911	AV	LC	1972 Dec  7 0533:00	1972 Dec 11 1954:57	1972 Dec 14 2254:37	    3.125 	-	Cabin and ascent stage, Apollo 17
D00466	1972-096	A7LB-328	MSC	US	Luna	   30.7723	   20.1911	H	LC	1972 Dec  7 0533:00	1972 Dec 11 1954:57	1972 Dec 14 2254:37	    3.125 	-	E. Cernan
D00467	1972-096	A7LB-329	MSC	US	Luna	   30.7723	   20.1911	H	LC	1972 Dec  7 0533:00	1972 Dec 11 1954:57	1972 Dec 14 2254:37	    3.125 	-	H. Schmitt
D00468	1972-096	A7LB-328 PLSS	MSC	US	Luna	   30.7723	   20.1911	C	LC	1972 Dec  7 0533:00	1972 Dec 11 1954:57	1972 Dec 14 2254:37	    3.125 	-	Spacesuit bakckpack
D00469	1972-096	A7LB-329 PLSS	MSC	US	Luna	   30.7723	   20.1911	C	LC	1972 Dec  7 0533:00	1972 Dec 11 1954:57	1972 Dec 14 2254:37	    3.125 	-	Spacesuit bakckpack
D00470	1972-096	LRV-3	MSC	US	Luna	   30.7723	   20.1911	RO	LC	1972 Dec  7 0533:00	1972 Dec 11 1954:57	1972 Dec 14 2254:37	    3.125 	-	Rover
D00471	1972-096	Apollo 17 ALSEP	MSC	US	Luna	   30.7655	   20.1923	C	LC	1972 Dec  7 0533:00	1972 Dec 12 0340	1977 Sep 30	 1753.000 	-	Experiment package
D01071	1972-U03	Challenger	MSC	US	Luna	   30.4897	   19.9661	AV	I	1972 Dec 14 2254:37	1972 Dec 15 0650	1972 Dec 15 0650	    0.000 	-	Empty ascent vehicle, deorbited
D01068	1972-U02	Orion	MSC	US	Luna	-	-	AV	R	1972 Apr 24 0125:48	1973?	1972 Apr 25 1200?	    0.000 	-	Post-mission orbital decay
D00482	1973-001A	Luna-21 (E-8 No. 204)	IKI	SU	Luna	   30.4077	   25.9994	L	L	1973 Jan  8 0655:38	1973 Jan 15 2235	1973 Jan 16 0114	    0.110 	-	Rover transport lander
D00486	1973-001	Lunokhod-2	IKI	SU	Luna	   30.9221	   25.8323	RO	LC	1973 Jan  8 0655:38	1973 Jan 15 2235	1973 Jun  3	  138.000 	-	Rover
D00484	1973-001	Sbrasivaemiy otsek	IKI	SU	Luna	-	-	C	R	1973 Jan  8 0655:38	1973 Feb?	1973 Jan 15 2219	    0.000 	-	Component
D00485	1973-001	Sbrasivaemiy otsek	IKI	SU	Luna	-	-	C	R	1973 Jan  8 0655:38	1973 Feb?	1973 Jan 15 2219	    0.000 	-	Component
D00411	1971-082A	Luna-19	IKI	SU	Luna	-	-	O	R	1971 Sep 28 1000:22	1974?	1972 Oct 20	    0.000 	-	Lunar orbiter; post-mission orbital decay
D00413	1971-082	Sbrasivaemiy otsek	IKI	SU	Luna	-	-	C	IC	1971 Sep 28 1000:22	1974?	1972 Oct 20	    0.000 	-	Component, attached to Luna-19
D00414	1971-082	Sbrasivaemiy otsek	IKI	SU	Luna	-	-	C	IC	1971 Sep 28 1000:22	1974?	1972 Oct 20	    0.000 	-	Component, attached to Luna-19
D00386	1971-063D	Apollo 15 Subsatellite	MSC	US	Luna	-	-	O	R	1971 Jul 26 1334:00	1974?	1973 Aug 23	    0.000 	-	Post-mission orbital decay
D00502	1973-052D	SA Marsa-6	IKI	SU	Mars	   19.5	  -23.9	LP	L	1973 Aug  5 1745:48	1974 Mar 12 0858:24	1974 Mar 12 0858:24	    0.000 	-	Mars lander, contact lost on landing
D00504	1973-052	TDU Marsa-6	IKI	SU	Mars	   19.5	  -23.9	C	I	1973 Aug  5 1745:48	1974 Mar 12 0830?	1974 Mar 12 0855	    0.000 	-	Motor
D00505	1973-052	Teplovoy Ekran	IKI	SU	Mars	   19.5	  -23.9	C	I	1973 Aug  5 1745:48	1974 Mar 12 0858?	1974 Mar 12 0855	    0.000 	-	Heat shield
D00506	1973-052	DMP	IKI	SU	Mars	   19.5	  -23.9	C	I	1973 Aug  5 1745:48	1974 Mar 12 0858?	1974 Mar 12 0855	    0.000 	-	Motor
D00522	1974-084A	Luna-23 KT (E-8-5M No. 410)	IKI	SU	Luna	   62.1511	   12.6669	L	L	1974 Oct 28 1430:32	1974 Nov  6 0537	1974 Nov  9	    3.000 	-	Sample return attempt, lander damaged on touchdown
D00526	1974-084	Luna-23 VS	IKI	SU	Luna	   62.1511	   12.6669	AV	LC	1974 Oct 28 1430:32	1974 Nov  6 0537	1974 Nov  9	    3.000 	-	Return vehicle
D00527	1974-084	Luna-23 VA	IKI	SU	Luna	   62.1511	   12.6669	AV	LC	1974 Oct 28 1430:32	1974 Nov  6 0537	1974 Nov  9	    3.000 	-	Sample capsule
D00524	1974-084	Sbrasivaemiy otsek	IKI	SU	Luna	-	-	C	R	1974 Oct 28 1430:32	1975?	1974 Nov  6 0530	    0.000 	-	Component
D00525	1974-084	Sbrasivaemiy otsek	IKI	SU	Luna	-	-	C	R	1974 Oct 28 1430:32	1975?	1974 Nov  6 0530	    0.000 	-	Component
D00535	1975-050D	SA Veneri-9	IKI	SU	Venus	  290.83	   31.70	LP	L	1975 Jun  8 0238:00	1975 Oct 22 0508:23	1975 Oct 22 0601	    0.037 	-	Venus lander
D00537	1975-050	Teplozashchitniy korpus	IKI	SU	Venus	  290.83	   31.70	C	I	1975 Jun  8 0238:00	1975 Oct 22 0430?	1975 Oct 22 0430?	    0.000 	-	Heat shield
D00538	1975-050	Teplozashchitniy korpus	IKI	SU	Venus	  290.83	   31.70	C	I	1975 Jun  8 0238:00	1975 Oct 22 0430?	1975 Oct 22 0430?	    0.000 	-	Heat shield
D00540	1975-054D	SA Veneri-10	IKI	SU	Venus	  291.00	   16.03	LP	L	1975 Jun 14 0300:31	1975 Oct 25 0512:11	1975 Oct 25 0617	    0.045 	-	Venus lander
D00542	1975-054	Teplozashchitniy korpus	IKI	SU	Venus	  291.00	   16.03	C	I	1975 Jun 14 0300:31	1975 Oct 25 0430?	1975 Oct 25 0430?	    0.000 	-	Heat shield
D00543	1975-054	Teplozashchitniy korpus	IKI	SU	Venus	  291.00	   16.03	C	I	1975 Jun 14 0300:31	1975 Oct 25 0430?	1975 Oct 25 0430?	    0.000 	-	Heat shield
D00520	1974-037A	Luna-22 (E-8LS No. 206)	IKI	SU	Luna	-	-	O	R	1974 May 29 0856:51	1976?	1975 Nov	    0.000 	-	Orbiter; post-mission orbital decay
D00518	1974-037	Sbrasivaemiy otsek	IKI	SU	Luna	-	-	C	IC	1974 May 29 0856:51	1976?	1975 Nov	    0.000 	-	Component
D00519	1974-037	Sbrasivaemiy otsek	IKI	SU	Luna	-	-	C	IC	1974 May 29 0856:51	1976?	1975 Nov	    0.000 	-	Component
D00545	1975-075	Viking Lander 1	LARCN	US	Mars	  312.050	   22.67	L	L	1975 Aug 20 2122:00	1976 Jul 20 1153:05	1982 Nov 20	 2313.000 	Mutch Memorial Station	Mars lander
D00547	1975-075	Viking 1 Aeroshell	LARCN	US	Mars	  312.050	   22.697	C	I	1975 Aug 20 2122:00	1976 Jul 20 1153:05	1976 Jul 20 1151	    0.000 	-	Component
D00548	1975-075	Viking 1 Aeroshell Cover	LARCN	US	Mars	  312.050	   22.697	C	I	1975 Aug 20 2122:00	1976 Jul 20 1153:05	1976 Jul 20 1151	    0.000 	-	Component
D00566	1976-081A	Luna-24 KT (E-8-5M No. 413)	IKI	SU	Luna	   62.2129	   12.7145	L	L	1976 Aug  9 1504:12	1976 Aug 18 0636	1976 Aug 19 0525	    0.951 	-	Sample return lander
D00571	1976-081	Luna-24 VS	IKI	SU	Luna	   62.2129	   12.7145	AV	LC	1976 Aug  9 1504:12	1976 Aug 18 0636	1976 Aug 19 0525	    0.951 	-	Ascent vehicle
D00567	1976-081E	Luna-24 VA	IKI	SU	Luna	   62.2129	   12.7145	AV	LC	1976 Aug  9 1504:12	1976 Aug 18 0636	1976 Aug 19 0525	    0.951 	-	Sample capsule
D00552	1975-083	Viking Lander 2	LARCN	US	Mars	  134.2809	   47.6673	L	L	1975 Sep  9 1839:00	1976 Sep  3 2237:50	1980 Apr 12	 1316.000 	-	Mars lander
D00554	1975-083	Viking 2 Aeroshell	LARCN	US	Mars	  134.2809	   47.6673	C	I	1975 Sep  9 1839:00	1976 Sep  3 2237:50	1976 Sep  3 2236	    0.000 	-	Component
D00555	1975-083	Viking 2 Aeroshell Cover	LARCN	US	Mars	  134.2809	   47.6673	C	I	1975 Sep  9 1839:00	1976 Sep  3 2237:50	1976 Sep  3 2236	    0.000 	-	Component
D00569	1976-081	Sbrasivaemiy otsek	IKI	SU	Luna	 -	 -	C	R	1976 Aug  9 1504:12	1976 Oct?	1976 Aug 18 0630	    0.000 	-	Component
D00570	1976-081	Sbrasivaemiy otsek	IKI	SU	Luna	 -	 -	C	R	1976 Aug  9 1504:12	1976 Oct?	1976 Aug 18 0630	    0.000 	-	Component
D00596	1978-078	Small Probe 1 despin weight	ARC	US	Venus	   60.1	    4.4	C	I	1978 Aug  8 0733	1978 Dec  9 1849	1978 Dec  9 1847	    0.000 	-	Component
D00597	1978-078	Small Probe 1 despin weight	ARC	US	Venus	   60.1	    4.4	C	I	1978 Aug  8 0733	1978 Dec  9 1849	1978 Dec  9 1847	    0.000 	-	Component
D00599	1978-078	Small Probe 2 despin weight	ARC	US	Venus	  318.4	  -32.4	C	I	1978 Aug  8 0733	1978 Dec  9 1852	1978 Dec  9 1847	    0.000 	-	Component
D00600	1978-078	Small Probe 2 despin weight	ARC	US	Venus	  318.4	  -32.4	C	I	1978 Aug  8 0733	1978 Dec  9 1852	1978 Dec  9 1847	    0.000 	-	Component
D00602	1978-078	Small Probe 3 despin weight	ARC	US	Venus	   56.7	  -27.4	C	I	1978 Aug  8 0733	1978 Dec  9 1856	1978 Dec  9 1851	    0.000 	-	Component
D00603	1978-078	Small Probe 3 despin weight	ARC	US	Venus	   56.7	  -27.4	C	I	1978 Aug  8 0733	1978 Dec  9 1856	1978 Dec  9 1851	    0.000 	-	Component
D00595	1978-078	Sounder Probe Aft Cover	ARC	US	Venus	  304.0	    4.0	C	I	1978 Aug  8 0733	1978 Dec  9 1930?	1978 Dec  9 1846	    0.000 	-	Component
D00598	1978-078	Sounder Deceleration Module	ARC	US	Venus	  304.0	    4.0	C	I	1978 Aug  8 0733	1978 Dec  9 1930?	1978 Dec  9 1847	    0.000 	-	Component
D00590	1978-078D	Sounder Probe	ARC	US	Venus	  304.0	    4.0	LP	I	1978 Aug  8 0733	1978 Dec  9 1939:53	1978 Dec  9 1939:53	    0.000 	-	LOS at touchdown
D00601	1978-078	LNMS cap	ARC	US	Venus	  304.0	    4.0	C	I	1978 Aug  8 0733	1978 Dec  9 1940?	1978 Dec  9 1847?	    0.000 	-	Component
D00591	1978-078E	North Probe	ARC	US	Venus	   60.1	    4.4	LI	I	1978 Aug  8 0733	1978 Dec  9 1942:40	1978 Dec  9 1942:40	    0.000 	-	LOS at touchdown
D00592	1978-078F	Day Probe	ARC	US	Venus	  318.4	  -32.4	LI	L	1978 Aug  8 0733	1978 Dec  9 1947:59	1978 Dec  9 2055:34	    0.047 	-	Venus probe
D00593	1978-078G	Night Probe	ARC	US	Venus	   56.7	  -27.4	LI	I	1978 Aug  8 0733	1978 Dec  9 1952:05	1978 Dec  9 1952:05	    0.000 	-	LOS at touchdown
D00594	1978-078	BNMS cap	ARC	US	Venus	-	-	C	I	1978 Aug  8 0733	1978 Dec  9 2022?	1978 Dec  9 1500?	    0.000 	-	Component
D00588	1978-078A	Pioneer Venus Multiprobe	ARC	US	Venus	  284.1	  -41.2	C	R	1978 Aug  8 0733	1978 Dec  9 2023?	1978 Dec  9 2022:55	    0.000 	-	Released entry probes
D00616	1978-086	Teplozashchitniy korpus	IKI	SU	Venus	  294	   -7	C	I	1978 Sep 14 0225:13	1978 Dec 21 0300?	1978 Dec 21 0230	    0.000 	-	Heat shield
D00617	1978-086	Teplozashchitniy korpus	IKI	SU	Venus	  294	   -7	C	I	1978 Sep 14 0225:13	1978 Dec 21 0300?	1978 Dec 21 0230	    0.000 	-	Heat shield
D00614	1978-086C	SA Veneri-12	IKI	SU	Venus	  294	   -7	LP	L	1978 Sep 14 0225:13	1978 Dec 21 0330:30	1978 Dec 21 0520	    0.076 	-	Venus lander
D00611	1978-084	Teplozashchitniy korpus	IKI	SU	Venus	  299	  -14	C	I	1978 Sep  9 0325:39	1978 Dec 25 0300?	1978 Dec 25 0222	    0.000 	-	Heat shield
D00612	1978-084	Teplozashchitniy korpus	IKI	SU	Venus	  299	  -14	C	I	1978 Sep  9 0325:39	1978 Dec 25 0300?	1978 Dec 25 0222	    0.000 	-	Heat shield
D00609	1978-084C	SA Veneri-11	IKI	SU	Venus	  299	  -14	LP	L	1978 Sep  9 0325:39	1978 Dec 25 0324:25	1978 Dec 25 0500	    0.066 	-	Venus lander
D00627	1981-106	Teplozashchitniy korpus	IKI	SU	Venus	  303.1	   -7.5	C	I	1981 Oct 30 0604:22	1982 Mar  1 0330?	1982 Mar  1 0256	    0.000 	-	Heat shield
D00628	1981-106	Teplozashchitniy korpus	IKI	SU	Venus	  303.1	   -7.5	C	I	1981 Oct 30 0604:22	1982 Mar  1 0330?	1982 Mar  1 0256	    0.000 	-	Heat shield
D00625	1981-106D	SA Veneri-13	IKI	SU	Venus	  303.1	   -7.5	LP	L	1981 Oct 30 0604:22	1982 Mar  1 0357:21	1982 Mar  1 0604	    0.088 	-	Venus lander
D00632	1981-110	Teplozashchitniy korpus	IKI	SU	Venus	  310.15	  -13.25	C	I	1981 Nov  4 0531:16	1982 Mar  5 0330?	1982 Mar  5 0253	    0.000 	-	Heat shield
D00633	1981-110	Teplozashchitniy korpus	IKI	SU	Venus	  310.15	  -13.25	C	I	1981 Nov  4 0531:16	1982 Mar  5 0330?	1982 Mar  5 0253	    0.000 	-	Heat shield
D00630	1981-110D	SA Veneri-14	IKI	SU	Venus	  310.15	  -13.25	LP	L	1981 Nov  4 0531:16	1982 Mar  5 0356:15	1982 Mar  5 0453	    0.040 	-	Venus lander
D00654	1984-125	Teplozashchitniy korpus	IKI	SU	Venus	  177.80	    7.18	C	I	1984 Dec 15 0916:24	1985 Jun 11 0230?	1985 Jun 11 0200	    0.000 	-	Heat shield
D00655	1984-125	Teplozashchitniy korpus	IKI	SU	Venus	  177.80	    7.18	C	I	1984 Dec 15 0916:24	1985 Jun 11 0230?	1985 Jun 11 0200	    0.000 	-	Heat shield
D00652	1984-125E	SA Vega-1	IKI	SU	Venus	  177.80	    7.18	LP	L	1984 Dec 15 0916:24	1985 Jun 11 0302	1985 Jun 11 0324	    0.014 	-	Venus lander
D00653	1984-125F	AZ Vega-1	IKI	SU	Venus	   68.8	    8.1	AX	I	1984 Dec 15 0916:24	1985 Jun 13 0100?	1985 Jun 14 0038	    0.000 	-	Venus balloon
D00660	1984-128	Teplozashchitniy korpus	IKI	SU	Venus	  181.08	   -6.45	C	I	1984 Dec 21 0913:52	1985 Jun 15 0230?	1985 Jun 15 0200	    0.000 	-	Heat shield
D00661	1984-128	Teplozashchitniy korpus	IKI	SU	Venus	  181.08	   -6.45	C	I	1984 Dec 21 0913:52	1985 Jun 15 0230?	1985 Jun 15 0200	    0.000 	-	Heat shield
D00658	1984-128E	SA Vega-2	IKI	SU	Venus	  181.08	   -6.45	LP	L	1984 Dec 21 0913:52	1985 Jun 15 0300:50	1985 Jun 15 0322	    0.015 	-	Venus lander
D00659	1984-128F	AZ Vega-2	IKI	SU	Venus	   76.3	   -7.5	AX	I	1984 Dec 21 0913:52	1985 Jun 17 0100?	1985 Jun 17 0038	    0.000 	-	Venus balloon
D00584	1978-051A	Pioneer Venus Orbiter	ARC	US	Venus	 -	-	O	R	1978 May 20 1313:00	1992 Oct 22	1992 Oct 22	    0.000 	-	Orbit lowered to reentry
D00586	1978-051	Star 24	ARC	US	Venus	-	-	C	IC	1978 May 20 1313:00	1992 Oct 22	1978 Dec  4 1600?	    0.000 	-	Attached to PVO
D00693	1990-007A	Hiten	ISASS	J	Luna	   55.3	  -34.0	O	R	1990 Jan 24 1146:00	1993 Apr 10 1803:25	1993 Apr 10 1803:25	    0.000 	-	Orbital decay
D00677	1989-033B	Magellan	JPL	US	Venus	 -	-	O	R	1989 May  4 1846:59	1994 Oct 12 1800	1994 Oct 12 1002	    0.000 	-	Deorbited at end of mission
D00683	1989-084	Galileo Probe	ARC	US	Jupiter	   -4.9	    6.5	P	I	1989 Oct 18 1653:40	1995 Dec  8 2204	1995 Dec  7 2302	    0.000 	-	Entry probe
D00684	1989-084	Deceleration Module	ARC	US	Jupiter	   -4.9	    6.5	C	I	1989 Oct 18 1653:40	1995 Dec  7 2210	1995 Dec  7 2206	    0.000 	-	Component
D00685	1989-084	Galileo Probe aft cover	ARC	US	Jupiter	   -4.9	    6.5	C	I	1989 Oct 18 1653:40	1995 Dec  7 2210?	1995 Dec  7 2205	    0.000 	-	Component
D00727	1996-068A	Sagan Memorial Station	JPL	US	Mars	  -33.55	   19.33	LA	L	1996 Dec  4 0658:07	1997 Jul  4 1656:55	1997 Oct  7	   94.000 	Sagan Memorial Station	Mars lander, delivered rover
D00734	1996-068	Sojourner	JPL	US	Mars	  -33.55	   19.33	RO	LC	1996 Dec  4 0658:07	1997 Jul  4 1656:55	1997 Oct  7	   94.000 	-	Rover
D00729	1996-068	MPF Cruise Stage	JPL	US	Mars	  -33.55	   19.33	C	I	1996 Dec  4 0658:07	1997 Jul  4 1655?	1997 Jul  4 1622	    0.000 	-	Component
D00732	1996-068	MPF Aeroshell	JPL	US	Mars	  -33.55	   19.33	C	I	1996 Dec  4 0658:07	1997 Jul  4 1656	1997 Jul  4 1655	    0.000 	-	Component
D00733	1996-068	MPF Backshell	JPL	US	Mars	  -33.55	   19.33	C	I	1996 Dec  4 0658:07	1997 Jul  4 1657	1997 Jul  4 1656	    0.000 	-	Component
D00747	1998-001A	Lunar Prospector	ARC	US	Luna	   42.1	  -87.7	O	I	1998 Jan  7 0228:44	1999 Jul 31 0952:00	1999 Jul 31 0952:00	    0.000 	-	Deorbit at end of mission
D00748	1998-001A	Celestis-02	SSICE	US	Luna	   42.1	  -87.7	C	IC	1998 Jan  7 0228:44	1999 Jul 31 0952	1998 Jan  7 0228:44	    0.000 	-	Attached to LP
D00757	1998-073A	Mars Climate Orbiter	JPL	US	Mars	  -	  -	O	I	1998 Dec 11 1845:52	1999 Sep 23 0900?	1999 Sep 23 0900?	    0.000 	-	Orbit insertion failed, destroyed in atmosphere?
D00763	1999-001A	MPL Cruise Stage	JPL	US	Mars	 -195.3	  -76.1	C	I	1999 Jan  3 2021:10	1999 Dec  3 1956	1999 Dec  3 1956	    0.000 	-	Component
D00768	1999-001	MPL Heat Shield	JPL	US	Mars	 -195.3	  -76.1	C	I	1999 Jan  3 2021:10	1999 Dec  3 1959	1999 Dec  3 1958	    0.000 	-	Component
D00769	1999-001	MPL Backshell	JPL	US	Mars	 -195.3	  -76.1	C	I	1999 Jan  3 2021:10	1999 Dec  3 1959	1999 Dec  3 1958	    0.000 	-	Component
D00766	1999-001	DS2 Scott Probe	JPL	US	Mars	 -210	  -73	LI	I	1999 Jan  3 2021:10	1999 Dec  3 1959	1999 Dec  3 1959	    0.000 	-	Penetrator probe
D00767	1999-001	DS2 Amundsen Probe	JPL	US	Mars	 -210	  -73	LI	I	1999 Jan  3 2021:10	1999 Dec  3 1959	1999 Dec  3 1959	    0.000 	-	Penetrator probe
D00761	1999-001A	Mars Polar Lander	JPL	US	Mars	 -195.3	  -76.1	L	I	1999 Jan  3 2021:10	1999 Dec  3 2001	1999 Dec  3 2001	    0.000 	-	Lander, crashed
D00719	1996-008A	NEAR Shoemaker	APL/GSFC	US	Eros	 -279	  -35	LO	L	1996 Feb 17 2043:27	2001 Feb 12 1944	2001 Mar  1 0000	   16.180 	-	Eros orbiter, not designed for landng
D00680	1989-084B	Galileo	JPL	US	Jupiter	  193	   -0.3	O	I	1989 Oct 18 1653:40	2003 Sep 21 1857	2003 Sep 21 1857	    0.000 	-	Deorbited at end of mission
D00804	2003-022	Beagle 2	ESA	UK	Mars	   90.4295	   11.5265	LA	I	2003 Jun  2 1745:26	2003 Dec 25 0254	2003 Dec 25 0250	    0.000 	-	No contact during entry
D00805	2003-022	Beagle 2 Heat Shield	ESA	UK	Mars	   90.43	   11.53	C	I	2003 Jun  2 1745:26	2003 Dec 25 0252?	2003 Dec 25 0250	    0.000 	-	Component
D00806	2003-022	Beagle 2 Backshell	ESA	UK	Mars	   90.43	   11.53	C	I	2003 Jun  2 1745:26	2003 Dec 25 0252?	2003 Dec 25 0250	    0.000 	-	Component
D00809	2003-027	MER-A Cruise Stage	JPL	US	Mars	  175	  -14	C	I	2003 Jun 10 1758:47	2004 Jan  4 0420	2004 Jan  4 0419	    0.000 	-	Component
D00812	2003-027	Columbia Memorial Station	JPL	US	Mars	  175.4785	  -14.5719	LA	L	2003 Jun 10 1758:47	2004 Jan  4 0425:48	2004 Jan  5?	    1.000 	Columbia Memorial Station	Lander delivered rover to surface
D00807	2003-027A	Spirit Rover	JPL	US	Mars	  175.4785	  -14.5719	RO	LC	2003 Jun 10 1758:47	2004 Jan  4 0425:48	2010 Mar 30	 2277.000 	-	Mars rover
D00813	2003-027	MER-A Backshell	JPL	US	Mars	  175.48	  -14.57	C	I	2003 Jun 10 1758:47	2004 Jan  4 0426	2004 Jan  4 0426	    0.000 	-	Component
