genus,image_url,summary
Neoatreta,,
Closia,https://upload.wikimedia.org/wikipedia/commons/thumb/9/97/Closia_convergens_%28MNHN-IM-2000-642%29.jpeg/250px-Closia_convergens_%28MNHN-IM-2000-642%29.jpeg,"Closia is a genus of sea snails, marine gastropod mollusks in the subfamily Pruninae of the family Marginellidae, the margin snails.


== Species ==
Species within the genus Closia include:

† Closia cenchridium Le Renard & van Nieulande, 1985 
† Closia chevallieri Le Renard & van Nieulande, 1985 
† Closia convergens Le Renard & van Nieulande, 1985 
Closia giadae Cossignani, 2001
† Closia inadspecta Le Renard & van Nieulande, 1985 
Closia limpida Bozzetti, 1992
Closia majuscula (Martens, 1877)
Closia princeps (G.B. Sowerby III, 1901)
† Closia pseudampulla Le Renard & van Nieulande, 1985 
Closia sarda (Kiener, 1834)
Species brought into synonymy

† Closia aucklandica Dell, 1950 : synonym of † Archierato aucklandica (Dell, 1950)  (original combination)
Closia lilacina (G.B. Sowerby II, 1846): synonym of Bullata lilacina (G.B. Sowerby II, 1846)
Closia manceli Jousseaume, 1875: synonym of Cystiscus manceli (Jousseaume, 1875)
Closia maoria Powell, 1937: synonym of Ovaginella maoria (Powell, 1937)


== References ==

Cossignani T. (2006). Marginellidae & Cystiscidae of the World."
Pirenella,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a3/Cerithidea_cingulata_01.JPG/250px-Cerithidea_cingulata_01.JPG,"Pirenella is a genus of sea snails, marine gastropod mollusks in the family Potamididae.


== Species ==
Species within the genus Pirenella include:

Pirenella alata (Philippi, 1849)
Pirenella arabica Reid, 2016
Pirenella asiatica Ozawa & Reid, 2016
Pirenella austrocingulata Reid, 2015
† Pirenella balatonica (Tausch, 1886)
Pirenella caiyingyai (Qian, Fang & He, 2013)
Pirenella cancellata Ozawa & Reid, 2016
Pirenella cingulata (Gmelin, 1791)
Pirenella conica (Blainville, 1829)
† Pirenella delicatula Reid, 2016
† Pirenella etrusca (Mayer, 1864)
Pirenella graeca (Deshayes, 1835)
Pirenella incisa (Hombron & Jacquinot, 1848)
Pirenella microptera (Kiener, 1841)
Pirenella nanhaiensis Fu & Reid, 2016
Pirenella nipponica Ozawa & Reid, 2016
Pirenella pupiformis Ozawa & Reid, 2016
Pirenella retifera (G. B. Sowerby II, 1855)
Pirenella rugosa Reid, 2016
† Pirenella subconica (Pallary, 1901)
† Pirenella supracretacea (Tausch, 1886)
Species brought into synonymy

Pirenella boswellae (Barnard, 1963): synonym of Pseudovertagus clava (Gmelin, 1791)
Pirenella cailliaudi (Potiez & Michaud, 1838): synonym of Pirenella conica (Blainville, 1829)
Pirenella insculpta (G. B. Sowerby II, 1865): synonym of Zeacumantus plumbeus (G.B. Sowerby II, 1855)
Pirenella layardii (A. Adams, 1854): synonym of Pirenella conica (Blainville, 1829)
Pirenella mammillata (Gray, 1847): synonym of Pirenella conica (Blainville, 1829)


== References ==

Lozouet P. (1986). Redéfinition des genres Potamides et Pirenella (Gastropoda, Prosobranchia) à partir des espèces actuelles et fossiles."
Chrysostoma,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bf/Chrysostoma_paradoxum_001.jpg/250px-Chrysostoma_paradoxum_001.jpg,"John Chrysostom (; Greek: Ἰωάννης ὁ Χρυσόστομος, Latin: Ioannes Chrysostomus; c. 347 – 14 September 407) was an important Church Father who served as archbishop of Constantinople. He is known for his preaching and public speaking, his denunciation of abuse of authority by both ecclesiastical and political leaders, his Divine Liturgy of Saint John Chrysostom, and his ascetic sensibilities. He was also the author of Adversus Judaeos and was strongly against Judaism."
Aphera,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cc/Aphera_tessellata.JPG/250px-Aphera_tessellata.JPG,"Aphera is a genus of sea snails, marine gastropod mollusks in the family Cancellariidae, the nutmeg snails.


== Species ==
Species within the genus Aphera include:

† Aphera islacolonis (Maury, 1917)
Aphera lindae Petuch, 1987
† Aphera scopalveus Finlay, 1926
Aphera tessellata (G. B. Sowerby I, 1832)


== References ==

Hemmen J. (2007). Recent Cancellariidae."
Mactra,https://upload.wikimedia.org/wikipedia/commons/thumb/2/27/Mactra_stultorum.jpg/250px-Mactra_stultorum.jpg,"A mantra ( MAN-trə, MUN-; Pali: mantra) or mantram (Devanagari: मन्त्रम्) is a sacred utterance, a numinous sound, a syllable, word or phonemes, or group of words (most often in an Indo-Iranian language like Sanskrit or Avestan) believed by practitioners to have religious, magical or spiritual powers. Some mantras have a syntactic structure and a literal meaning, while others do not.
ꣽ, ॐ (Aum, Om) serves as an important mantra in various Indian religions."
Megayoldia,https://upload.wikimedia.org/wikipedia/commons/thumb/5/51/Wood-1_X-16_Yoldia_lanceolata.jpg/250px-Wood-1_X-16_Yoldia_lanceolata.jpg,"Yoldiidae is a taxonomic family of small to medium-sized saltwater clams, marine bivalve molluscs in the order Nuculanida.


== Genera and species ==
Genera and species within the family Yoldiidae include:

Megayoldia
Megayoldia martyria
Megayoldia montereyensis
Megayoldia thraciaeformis
Microgloma Saunders & Allen, 1973
Microgloma guilonardi (D. F. Hoeksema, 1993)
Microgloma macaron Benaim & Absalão, 2011
Microgloma mirmidina (Dautzenberg & H. Fischer, 1897)
Microgloma nhanduti Benaim & Absalão, 2011
Microgloma pusilla (Jeffreys, 1879)
Microgloma turnerae H. L. Sanders & Allen, 1973
Microgloma yongei H. L. Sanders & Allen, 1973
Portlandia
Portlandia aestuariorum
Portlandia arctica
Portlandia beringii
Portlandia dalli
Portlandia fraterna
Portlandia frigida
Portlandia glacialis
Portlandia inconspicua
Portlandia inflata
Portlandia intermedia
Portlandia iris
Portlandia jeffreysi
Portlandia lenticula
Portlandia lucida
Portlandia minuscula
Portlandia sericea
Portlandia subangulata
Portlandia tamara
Yoldia Möller, 1842
Yoldia amygdalea
Yoldia beringiana
Yoldia cooperii
Yoldia excavata
Yoldia glacialis
Yoldia hyperborea
Yoldia limatula (Say, 1831)
Yoldia martyria
Yoldia micrometrica
Yoldia montereyensis
Yoldia myalis (Couthouy, 1838)
Yoldia regularis
Yoldia sapotilla (Gould, 1841)
Yoldia scissurata
Yoldia secunda
Yoldia seminuda
Yoldia solenoides
Yoldia thraciaeformis Storer, 1838
Yoldiella

Yoldiella cecinella
Yoldiella curta
Yoldiella dicella
Yoldiella dissimilis
Yoldiella expansa
Yoldiella fraterna
Yoldiella frigida
Yoldiella inconspicua
Yoldiella inflata
Yoldiella insculpta
Yoldiella intermedia
Yoldiella iris
Yoldiella jeffreysi
Yoldiella lenticula
Yoldiella lucida
Yoldiella nana
Yoldiella oleacina
Yoldiella orcia
Yoldiella pachia Verrill & Bush, 1898
Yoldiella philippiana
Yoldiella profundorum
Yoldiella propinqua
Yoldiella pusilla
Yoldiella sagamiana T. Okutani & K. Fujikura, 2022
Yoldiella sanesia
Yoldiella siliqua
Yoldiella striolata
Yoldiella subaequilatera
Yoldiella subangulata


== References ==

""Yoldiidae"". Integrated Taxonomic Information System."
Retimohnia,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/OOjs_UI_icon_edit-ltr.svg/20px-OOjs_UI_icon_edit-ltr.svg.png,"Retimohnia is a genus of sea snails, marine gastropod molluscs in the family Retimohniidae.


== Species ==
Species within the genus Retimohnia include:

Retimohnia acadiana Garcia, 2008
Retimohnia bella (Ozaki, 1958)
Retimohnia caelata A. E. Verrill, 1880
Retimohnia clarki (Dall, 1907)
Retimohnia frielei (Dall, 1891)
Retimohnia glypta (A. E. Verrill, 1882)
Retimohnia hondoensis (Dall, 1913)
Retimohnia lussae Kosyan & Kantor, 2016
Retimohnia mcleani Kosyan & Kantor, 2016
Retimohnia micra (Dall, 1907)
Retimohnia robusta (Dall, 1913)
Retimohnia sordida (Dall, 1907)
Retimohnia vernalis (Dall, 1913)
Species brought into synonymy

Retimohnia buccinoides (Dall, 1913): synonym of Retifusus buccinoides (Dall, 1913)
Retimohnia carolinensis (A. E. Verrill, 1884): synonym of Mohnia carolinensis (Verrill, 1884)
Retimohnia clementinus (Dall, 1919): synonym of Limatofusus clementinus (Dall, 1919)
Retimohnia corbis (Dall, 1913): synonym of Fusipagoda corbis (Dall, 1913)
Retimohnia daphnelloides (Okutani, 1964): synonym of Retifusus daphnelloides (Okutani, 1964)
Retimohnia japonica (Dall, 1913): synonym of Retimohnia micra (Dall, 1907)
 Retimohnia laticingulatus (Golikov & Gulbin, 1977): synonym of Retifusus laticingulatus Golikov & Gulbin, 1977
Retimohnia multicostata (Habe & Ito, 1965): synonym of Mohnia bella (Ozaki, 1958)
Retimohnia olivacea (Bartsch, 1929): synonym of Retifusus olivaceus (Bartsch, 1929)
Retimohnia robusta (Dall, 1913): synonym of Mohnia robusta Dall, 1913
Retimohnia toyamana (Tiba, 1981): synonym of Retifusus toyamanus (Tiba, 1981)
Retimohnia virens (Dall, 1877): synonym of Retifusus virens (Dall, 1877)


== References ==


== External links ==
Kosyan A. R. & Kantor Yu. I. (2016)."
Thylacodes,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e0/Serpulorbis_squamigerus.jpg/250px-Serpulorbis_squamigerus.jpg,"Herpetotheriidae is an extinct family of metatherians, closely related to marsupials. Species of this family are generally reconstructed as terrestrial, and are considered morphologically similar to modern opossums. They are suggested to have been insectivores."
Trochita,https://upload.wikimedia.org/wikipedia/commons/thumb/6/67/Trochita_trochiformis_01.JPG/250px-Trochita_trochiformis_01.JPG,"Trochita is a genus of sea snails, marine gastropod mollusks in the family Calyptraeidae, the slipper snails or slipper limpets, cup-and-saucer snails, and Chinese hat snails.


== Species ==
Species within the genus Trochita include:

Trochita dhofarensis Taylor & Smythe, 1985
 Trochita pileolus (d'Orbigny, 1841)
Trochita pileus (Lamarck, 1822)
Trochita trochiformis (Born, 1778)
Species brought into synonymy

Trochita alta Hutton, 1885: synonym of Sigapatella terraenovae Peile, 1924
Trochita calyptraeaformis : synonym of Trochita trochiformis (Born, 1778)
Trochita clypeolum Reeve, 1859: synonym of Trochita pileus (Lamarck, 1822)
Trochita corrugata Reeve, 1859: synonym of Trochita pileus (Lamarck, 1822)
Trochita decipiens (Philippi, 1845): synonym of Trochita pileolus (d'Orbigny, 1841)
Trochita georgiana A. W. B. Powell, 1951: synonym of Trochita pileolus (d'Orbigny, 1841)
Trochita helicoidea (Sowerby, 1883): synonym of Calyptraea helicoidea (G.B. Sowerby II, 1883)
Trochita radians (Lamarck, 1816): synonym of Trochita trochiformis (Born, 1778)
Trochita spiralis Schumacher, 1817: synonym of Trochita trochiformis (Born, 1778)
Trochita spirata (Forbes, 1852): synonym of Trochita trochiformis (Born, 1778)
Trochita tenuis (Gray, 1867): synonym of Sigapatella tenuis (Gray, 1867)
Trochita ventricosa Carpenter, 1857 : taxon inquirendum


== References ==

Taylor J.D. & Smythe K.R. (1985) A new species of Trochita (Gastropoda: Calyptraeidae) from Oman: A relict distribution and association with upwelling areas. Journal of Conchology 32: 39-48
Gofas, S.; Afonso, J.P.; Brandào, M. (Ed.)."
Fusiturris,https://upload.wikimedia.org/wikipedia/commons/thumb/8/88/Fusiturris_duchasteli_flexiplicata_01.JPG/250px-Fusiturris_duchasteli_flexiplicata_01.JPG,"Fusiturris is a genus of sea snails, marine gastropod mollusks in the family Fusiturridae.


== Taxonomy ==
Before 2018, this genus was part of Clavatulidae.


== Species ==
Species within the genus Fusiturris include:

Fusiturris amianta (Dautzenberg, 1912)
† Fusiturris aquensis (Grateloup, 1832) 
† Fusiturris duchasteli flexiplicata (Kautsky, 1925) 
† Fusiturris geneifae Abbass H., 1977 
Fusiturris pfefferi (Strebel, 1912)
Fusiturris pluteata (Reeve, 1843)
† Fusiturris porrecta (Wood, 1848) 
Fusiturris similis (Bivona, 1838)
Fusiturris torta (Dautzenberg, 1912)
Fusiturris undatiruga (Bivona Ant."
Asthenothaerus,https://upload.wikimedia.org/wikipedia/commons/thumb/9/93/Thracia_convexa_%28Sowerby%29.jpg/250px-Thracia_convexa_%28Sowerby%29.jpg,"Thraciidae is a family of small marine bivalves in the superorder Anomalodesmata.


== Genera ==
The following 16 genera are included in the family Thraciidae:Asthenothaerus  P. P. Carpenter, 1864
 Barythaerus  B. A. Marshall, 2002
 Bushia  Dall, 1886
 Cetothrax  Iredale, 1949
 Cyathodonta  Conrad, 1849
 Lampeia  MacGinitie, 1959
 Parvithracia  H. J. Finlay, 1926
 Pelopina  M. Huber, 2010
 Phragmorisma  Tate, 1894
 Pseudocyathodonta  Coan, 1990
 Skoglundia  Coan, 1990
 Thracia  Blainville, 1824
 Thracidentula  Garrard, 1961
 Thracidora  Iredale, 1924
 Thraciopsis  Tate & May, 1900
 Trigonothracia  G. Yamamoto & Habe, 1959 


== References ==


== Further reading ==
Powell A. W. B., New Zealand Mollusca, William Collins Publishers Ltd, Auckland, New Zealand 1979 ISBN 0-00-216906-1
Sartori, André F.; Domaneschi, Osmar (2005). ""The functional morphology of the Antarctic bivalve Thracia meridionalis Smith, 1885 (Anomalodesmata: Thraciidae)""."
Bathytoma,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9b/Bathytoma_luehdorfi_001.jpg/250px-Bathytoma_luehdorfi_001.jpg,"Bathytoma is a genus of  deep-water sea snails, marine gastropod mollusks in the family Borsoniidae.


== Fossil records ==
This genus is known in the fossil records from the Paleocene to the Quaternary (age range: 55.8 to 0.781 million years ago). Fossils are found in the marine strata throughout the world."
Cerithium,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5e/Cerithium_echinatum.shell001.jpg/250px-Cerithium_echinatum.shell001.jpg,"Cerithium is a genus of small to medium-sized sea snails, marine gastropod molluscs in the family Cerithiidae, the ceriths.


== Species ==
Species within this genus include:


== Fossil records ==

The genus is known from the Triassic to the Recent periods (age range: from 221.5 to 0.0 million years ago). Fossils shells have been found all over the world."
Crassibougia,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cd/Crassibougia_hediae_%28MNHN-IM-2000-25046%29.jpeg/250px-Crassibougia_hediae_%28MNHN-IM-2000-25046%29.jpeg,"Crassibougia is a genus of sea snails, marine gastropod mollusks in the family Fasciolariidae, the spindle snails, the tulip snails and their allies.


== Species ==
Species within the genus Crassibougia include:

Crassibougia clausicaudata (Hinds, 1844)
Crassibougia hediae Stahlschmidt & Fraussen, 2012


== References ==

Stahlschmidt P. & Fraussen K. (2012). ""Crassibougia, a new genus for Fusus clausicaudatus Hinds, 1844, from South Africa, with description of a new species (Gastropoda: Fasciolariidae)""."
Araiofusus,,"Araiofusus is a genus of sea snails, marine gastropod mollusks in the family Fasciolariidae, the spindle snails, the tulip snails and their allies.


== Species ==
Species within the genus Araiofusus include:

Araiofusus araios Callomon & Snyder, 2017
Araiofusus colpoicus (Dall, 1915)
Araiofusus eueides Callomon & Snyder, 2017


== References ==


== External links ==
Callomon P. & Snyder M.A. (2017). A new genus and nine new species in the Fasciolariidae (Gastropoda: Buccinoidea) from southern California and western Mexico."
Punctacteon,https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Acteon_tornatilis_2.png/250px-Acteon_tornatilis_2.png,"Acteonidae, common name the ""barrel bubble snails"", is a family of small sea snails, marine gastropod mollusks of the informal group Lower Heterobranchia.


== Shell description ==
The shell is usually smaller than 25 mm. The shell of these sand-dwelling micromollusks is small, but it is large enough to house the retracted soft parts including the entire mantle."
Euclia,https://upload.wikimedia.org/wikipedia/commons/thumb/d/dd/Euclia_cassidiformis.JPG/250px-Euclia_cassidiformis.JPG,"Euclid (; Ancient Greek: Εὐκλείδης; fl. 300 BC) was an ancient Greek mathematician active as a geometer and logician. Considered the ""father of geometry"", he is chiefly known for the Elements treatise, which established the foundations of geometry that largely dominated the field until the early 19th century. His system, now referred to as Euclidean geometry, involved innovations in combination with a synthesis of theories from earlier Greek mathematicians, including Eudoxus of Cnidus, Hippocrates of Chios, Thales and Theaetetus."
Dolabella,,
Fusimorio,,"This list 2019 in paleomalacology is a list of new taxa of ammonites and other fossil cephalopods, as well as fossil gastropods, bivalves and other molluscs that were  described during the year 2019, as well as other significant discoveries and events related to molluscan paleontology that would occur in 2019.


== General research ==
Description of an assemblage of conchiferan mollusks from the Cambrian Shackleton Limestone (Antarctica) is published by Claybourn et al. (2019)."
Chlanidota,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c6/Chlanidota_signeyana_%28MNHN-IM-2000-9630%29.jpeg/250px-Chlanidota_signeyana_%28MNHN-IM-2000-9630%29.jpeg,"Chlanidota is a genus of sea snails, marine gastropod mollusks in the family Buccinidae, the true whelks.


== Species ==
Species within the genus Chlanidota include:

Chlanidota anomala Kantor & Harasewych, 2008
Chlanidota chordata (Strebel, 1908)
Chlanidota densesculpta (Martens, 1885)
Chlanidota invenusta Harasewych & Kantor, 1999
Chlanidota palliata Strebel, 1908
Chlanidota paucispiralis Powell, 1951
Chlanidota pilosa Powell, 1951
Chlanidota signeyana Powell, 1951
Chlanidota vestita (Martens, 1878)
Species brought into synonymy

Chlanidota bisculpta Dell, 1990: synonym of Parabuccinum bisculptum (Dell, 1990) (original combination)
Chlanidota elongata Lamy, 1910: synonym of Chlanidota signeyana Powell, 1951
Chlanidota eltanini Dell, 1990: synonym of Parabuccinum eltanini (Dell, 1990) (original combination)
Chlanidota lamyi Dell, 1990: synonym of Chlanidota signeyana Powell, 1951
Chlanidota modesta (Martens, 1885): synonym of Chlanidotella modesta (Martens, 1885)
Chlanidota polyspeira Dell, 1990: synonym of Parabuccinum polyspeirum (Dell, 1990) (original combination)
Chlanidota pyriformis Dell, 1990: synonym of Chlanidota signeyana Powell, 1951
Chlanidota smithi Powell, 1958: synonym of Neobuccinum eatoni (E. A. Smith, 1875)


== References ==


== External links ==
Martens, E. von. (1878)."
Crenatula,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Naturalis_Biodiversity_Center_-_ZMA.MOLL.414061_-_Crenatula_picta_%28Gmelin%2C_1791%29_-_Pteriidae_-_Mollusc_shell.jpeg/250px-Naturalis_Biodiversity_Center_-_ZMA.MOLL.414061_-_Crenatula_picta_%28Gmelin%2C_1791%29_-_Pteriidae_-_Mollusc_shell.jpeg,"Crenatula is a genus in the family Pteriidae.


== References ==

Tëmkin I. (2010) Molecular phylogeny of pearl oysters and their relatives (Mollusca, Bivalvia, Pterioidea). BMC Evolutionary Biology 10: 342


== External links ==
 Media related to Crenatula at Wikimedia Commons
""Crenatula""."
Eburna,,
Kanamarua,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f9/Kanamarua_francroberti_%28MNHN-IM-2000-9968%29.jpeg/250px-Kanamarua_francroberti_%28MNHN-IM-2000-9968%29.jpeg,"Kanamarua is a genus of sea snails, marine gastropod mollusks in the family Colubrariidae.


== Species ==
Species within the genus Kanamarua include:

Kanamarua adonis (Dall, 1919)
Kanamarua aikeni Fraussen & D. Monsecour, 2019
Kanamarua boswellae (Kilburn, 1975)
Kanamarua francroberti Fraussen & Lamy, 2008
Kanamarua hyatinthus Shikama, 1973
Kanamarua magnifica Fraussen & Chino, 2012
Kanamarua narcissisma Fraussen & Lamy, 2008
Kanamarua somalica (Bozzetti, 1993)
Kanamarua tazimai Kuroda, 1951
Kanamarua wangae D. Monsecour, Fraussen & Fei, 2017
Species brought into synonymy

Kanamarua rehderi Kilburn, 1977: synonym of Kanamarua hyatinthus Shikama, 1973


== References ==

Kuroda T. (1951). Descriptions of a new genus of a marine gastropod, Kanamarua, gen."
Struthiolaria,https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/Struthiolaria_papulosa_%28ostrich_foot%29_base.JPG/250px-Struthiolaria_papulosa_%28ostrich_foot%29_base.JPG,"Struthiolaria, commonly known as the ostrich foot snails, is a genus of sea snails, marine gastropod molluscs in the family Struthiolariidae."
Cancillopsis,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/OOjs_UI_icon_edit-ltr.svg/20px-OOjs_UI_icon_edit-ltr.svg.png,"Cancillopsis is a genus of sea snails, marine gastropod mollusks, in the family Mitridae, the miters or miter snails.


== Species ==
Species within the genus Cancillopsis include:

† Cancillopsis acuminata (Shuto, 1969)
Cancillopsis chuoi (S.-I Huang & R. Salisbury, 2017)
Cancillopsis liliformis (S.-I Huang & R. Salisbury, 2017)
Cancillopsis meimiaoae (Huang & Salisbury, 2017)


== References ==


== External links ==
Fedosov A., Puillandre N., Herrmann M., Kantor Yu., Oliverio M., Dgebuadze P., Modica M.V. & Bouchet P. (2018). The collapse of Mitra: molecular systematics and morphology of the Mitridae (Gastropoda: Neogastropoda)."
Alcithoe,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ed/Alcithoe_arabica_%28smooth_form%29.JPG/250px-Alcithoe_arabica_%28smooth_form%29.JPG,"The Minyades (Ancient Greek: Μινυάδες) were three Orchomenian (Arcadian) princesses in Greek mythology. These sisters were protagonists of a myth about the perils of neglecting the worship of Dionysus. 


== Names and family ==
The names of the Minyades were Alcathoe (or Alcithoe), Leucippe and Arsippe (although instead of ""Arsippe"", Claudius Aelianus calls the latter ""Aristippa"", and Plutarch ""Arsinoë""; Ovid uses ""Leuconoe"" instead of ""Leucippe"")."
Vermicularia,https://upload.wikimedia.org/wikipedia/commons/thumb/1/10/Vermicularia_Lamarck%2C_1799_%28Turritellidae%2C_Vermiculariinae%29_Naturalis_Biodiversity_Center.jpg/250px-Vermicularia_Lamarck%2C_1799_%28Turritellidae%2C_Vermiculariinae%29_Naturalis_Biodiversity_Center.jpg,"Vermicularia is a genus of sea snails, marine gastropod molluscs in the family Turritellidae.


== Species ==
Species within the genus Vermicularia include:

Vermicularia bathyalis Petuch, 2002
Vermicularia fargoi Olsson, 1951
Vermicularia frisbeyae McLean, 1970
Vermicularia gracilis (Maltzan, 1883)
Vermicularia knorrii (Deshayes, 1843)
Vermicularia lumbricalis (Linnaeus, 1758)
Vermicularia maoriana Powell, 1937
Vermicularia pellucida (Broderip & Sowerby, 1829)
Vermicularia radicula (Stimpson, 1851)
Vermicularia spirata (Philippi, 1836)
Vermicularia tenuis (Rousseau in Chenu, 1843)
Vermicularia tortuosa (Lightfoot, 1786)
Species brought into synonymy

Vermicularia fewkesi (Yates, 1890): synonym of Vermicularia pellucida eburnea (Reeve, 1842)
Vermicularia scaber (Gravenhorst, 1831): synonym of Vermetus scaberGravenhorst, 1831


== References ==

Mørch O. A. (1861–1862). Review of the Vermetidae."
Glabella,,
Homalopoma,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ed/Homalopoma_alfi_001.jpg/250px-Homalopoma_alfi_001.jpg,"Homalopoma, common name the dwarf turbans, is a genus of mostly very small sea snails with a calcareous operculum, marine gastropoda molluscs in the subfamily Colloniinae of the family Colloniidae.


== Species ==
Species within the genus Homalopoma include:

Species brought into synonymy

Homalopoma albobrunneum Bozzetti, 2014: synonym of Yaronia albobrunnea (Bozzetti, 2014) (original combination)
Homalopoma arsinoense (Issel, 1869): synonym of Collonista arsinoensis (Issel, 1869)
Homalopoma carpenteri Pilsbry, 1888: synonym of Homalopoma luridum (Dall, 1885)
Homalopoma concepcionensis H. N. Lowe, 1935: synonym of Haplocochlias concepcionensis (H. N. Lowe, 1933) (original combination)
Homalopoma concors Huang, Fu & Poppe, 2016: synonym of Gloriacollonia concors (Huang, Fu & Poppe, 2016)
Homalopoma decolorum Tiba, 1983: synonym of Homalopoma eoa Azuma, 1972
Homalopoma engbergi (Willett, 1929): synonym of  Homalopoma lacunatum (Carpenter, 1864)
Homalopoma eoa Azuma, 1972: synonym of Gloriacollonia eoa (M. Azuma, 1972)
Homalopoma finkli Petuch, 1987 accepted as Cataegis finkli (Petuch, 1987)
Homalopoma globuloides (Dautzenberg & Fischer, 1896): synonym of Cantrainea globuloides (Dautzenberg & H. Fischer, 1896)
Homalopoma juanensis (Dall, 1919) : synonym of Homalopoma luridum (Dall, 1885)
Homalopoma kussakini Egorov, 2000 : synonym of Lirularia iridescens (Schrenck, 1863)
Homalopoma nocturnus [sic] : synonym of Homalopoma nocturnum (Gould, 1861) (incorrect gender ending)
Homalopoma panamense (Dall, 1908): synonym of Cantrainea panamensis (Dall, 1908)
Homalopoma pustulatum (Brocchi, 1821): synonym of Turbo pustulatus Brocchi, 1821
Homalopoma rotundata [sic]: synonym of Homalopoma rotundatum (Sowerby, 1889)
Homalopoma tosaense Habe, 1953: synonym of Cantrainea tosaensis (Habe, 1953) (original combination)
Other species include:

Homalopoma crassicostata (Murdoch, 1905)
Homalopoma fluctuata (Hutton, 1883)
Homalopoma imperforata (Suter, 1908)
Homalopoma micans (Powell, 1931)
Homalopoma nana (Finlay, 1930)
Homalopoma peloritanum (Cantraine, 1835)
Homalopoma philipiana (Dall, 1889)
Homalopoma rotella (Powell, 1937)
Homalopoma variecostata (Powell, 1937)


== References ==

Cooper J.G. (1867). Geographical catalogue of the Mollusca found west of the Rocky Mountains, between latitudes 33° and 49° north."
Rictaxis,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f3/Naturalis_Biodiversity_Center_-_RMNH.MOL.229028_-_Rictaxis_punctocaelatus_%28Carpenter%2C_1864%29_-_Acteonidae_-_Mollusc_shell.jpeg/250px-Naturalis_Biodiversity_Center_-_RMNH.MOL.229028_-_Rictaxis_punctocaelatus_%28Carpenter%2C_1864%29_-_Acteonidae_-_Mollusc_shell.jpeg,"Rictaxis is a genus of minute sea snails or ""bubble snails"", marine gastropod mollusks or micromollusks in the family Acteonidae, the ""barrel bubble"" snails.
The genus name is derived from Latin words, meaning ""open mouth"", and ""axis"" referring to the columella.


== Species ==
Species within the genus Rictaxis include:

Rictaxis albus (Sowerby, 1873) (synonym Acteon albus Sowerby, 1873)
Rictaxis painei (Dall, 1903)
Rictaxis punctocaelatus (Carpenter, 1864)
Rictaxis sanguinea Valdès, 2008
Species that have been synonymized

Rictaxis punctostriatus : synonym of Japonactaeon punctostriatus (C. B. Adams, 1840)

Rictaxis albus (B. Sowerby III, 1874)
Distribution : South Africa."
Eumitra,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fb/Eumitra_apheles_%28MNHN-IM-2000-30159%29.jpeg/250px-Eumitra_apheles_%28MNHN-IM-2000-30159%29.jpeg,"Eumitra is a genus of sea snails, marine gastropod mollusks, in the family Mitridae, the miters or miter snails.


== Species ==
Species within the genus Eumitra include:

† Eumitra alokiza (Tenison Woods, 1879)
Eumitra apheles Lozouet, 1991
Eumitra caledonica Lozouet, 1991
Eumitra imbricata Lozouet, 1991
† Eumitra nitens (P. Marshall, 1918)
Eumitra richeri Lozouet, 1991
Eumitra suduirauti Bozzetti, 1997
† Eumitra uniplica (Tate, 1889)
† Eumitra waitemataensis (Powell & Bartrum, 1929)


== References ==

Lozouet P. (1991) Mollusca Gastropoda : Eumitra récentes de la région néo-calédonienne et Charitodoron fossiles de l'Oligocène supérieur d'Aquitaine (Mitridae). In: A Crosnier & P. Bouchet (eds), Résultats des Campagnes Musorstom 7."
Chonospeira,https://upload.wikimedia.org/wikipedia/commons/0/08/Solariella_nuda_001.jpg,"Chonospeira is a monotypic genus of sea snail, a marine gastropod mollusk in the family Solariellidae. Its sole accepted species is Chonospeira nuda, common name the naked solarelle.


== Description ==
The height of the shell attains 15 mm, its diameter 19 mm."
Janolus,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d5/Janolus.jpg/250px-Janolus.jpg,"Janolus is a genus of small to large sea slugs, or more accurately nudibranchs, marine gastropod mollusks, in the family Janolidae. The name Janolus is derived from the two-headed god Janus, in ancient Roman mythology.


== Description ==
Adult individuals of Janolus species can be between 2.5 cm to 8 cm long, depending on the species."
